"Id","Contrato","Numero","Fecha Envio","Total","Adjunto","Estado"
"2526","296972-30-CL19","3191-3023-SE21","27/05/2021","$3.395.522,00","","ACEPTADA"
"2527","296972-61-CL19","3191-732-SE21","01/02/2021","$839.664,00","","RECEPCIÓN CONFORME"
"2528","296972-64-CL19","3191-2168-SE21","19/04/2021","$2.698.920,00","","ACEPTADA"
"2529","296972-31-CL19","3191-733-SE21","01/02/2021","$40.460,00","","RECEPCIÓN CONFORME"
"2530","296972-61-CL19","3191-1564-SE21","19/03/2021","$1.565.802,00","","ACEPTADA"
"2531","296972-25-CL19","3191-2171-SE21","19/04/2021","$1.785.000,00","","ACEPTADA"
"2532","296972-23-CL19","3191-3026-SE21","27/05/2021","$3.927.000,00","","ACEPTADA"
"2533","296972-57-CL19","3191-105-SE19","10/01/2019","$1.375.469,00","","RECEPCIÓN CONFORME"
"2534","296972-31-CL19","3191-67-SE19","08/01/2019","$1.599.360,00","","ACEPTADA"
"2535","296972-28-CL19","3191-225-SE19","16/01/2019","$45.220,00","","RECEPCIÓN CONFORME"
"2536","296972-16-CL19","3191-227-SE19","17/01/2019","$19.473.922,00","","RECEPCIÓN CONFORME"
"2537","296972-31-CL19","3191-228-SE19","16/01/2019","$354.620,00","","RECEPCIÓN CONFORME"
"2538","296972-26-CL19","3191-229-SE19","16/01/2019","$45.113,00","","RECEPCIÓN CONFORME"
"2539","296972-58-CL19","3191-308-SE19","22/01/2019","$371.042,00","","RECEPCIÓN CONFORME"
"2540","296972-30-CL19","3191-442-SE19","29/01/2019","$27.538.433,00","","RECEPCIÓN CONFORME"
"2541","296972-14-CL19","3191-444-SE19","29/01/2019","$94.605,00","","RECEPCIÓN CONFORME"
"2542","296972-57-CL19","3191-698-SE19","14/02/2019","$1.320.900,00","","RECEPCIÓN CONFORME"
"2543","296972-64-CL19","3191-3240-SE19","01/07/2019","$392.700,00","","RECEPCIÓN CONFORME"
"2544","296972-57-CL19","3191-3241-SE19","01/07/2019","$18.825.741,00","","RECEPCIÓN CONFORME"
"2545","296972-18-CL19","3191-4684-SE19","05/09/2019","$1.571.514,00","","RECEPCIÓN CONFORME"
"2546","296972-15-CL19","3191-4686-SE19","05/09/2019","$1.428.000,00","","RECEPCIÓN CONFORME"
"2547","296972-55-CL19","3191-4687-SE19","05/09/2019","$1.413.720,00","","RECEPCIÓN CONFORME"
"2548","296972-22-CL19","3191-4689-SE19","05/09/2019","$8.840.005,00","","RECEPCIÓN CONFORME"
"2549","296972-57-CL19","3191-4772-SE19","10/09/2019","$5.195.088,00","","RECEPCIÓN CONFORME"
"3086","4112-42-CL20","3191-4111-SE21","21/07/2021","$375.000,00","","RECEPCIÓN CONFORME"
"3087","4112-42-CL20","3191-4435-SE21","02/08/2021","$375.000,00","","ACEPTADA"
"3088","4112-42-CL20","3191-2260-SE21","22/04/2021","$375.000,00","","RECEPCIÓN CONFORME"
"3089","4112-43-CL19","3191-4103-SE21","19/07/2021","$1.015.060,00","","ACEPTADA"
"3090","4112-43-CL19","3191-4192-SE21","22/07/2021","$871.812,00","","ACEPTADA"
"3091","4112-6-CL21","3191-1950-SE21","07/04/2021","$210.579,00","","ACEPTADA"
"3092","4112-6-CL21","3191-1112-SE21","23/02/2021","$207.967,00","","ACEPTADA"
"3093","4112-6-CL21","3191-157-SE21","11/01/2021","$208.255,00","","ACEPTADA"
"3094","4112-6-CL21","3191-1290-SE21","04/03/2021","$209.809,00","","ACEPTADA"
"3095","4112-23-CL19","3191-4348-SE21","29/07/2021","$690.200,00","","ACEPTADA"
"3096","4112-23-CL19","3191-4268-SE21","27/07/2021","$52.360,00","","ACEPTADA"
"3097","4112-23-CL19","3191-4191-SE21","22/07/2021","$529.669,00","","ACEPTADA"
"3098","4112-27-CL20","3191-513-SE21","21/01/2021","$6.132.074,00","","RECEPCIÓN CONFORME"
"3099","4112-27-CL20","3191-1336-SE21","09/03/2021","$17.206.537,00","","ACEPTADA"
"3100","4112-27-CL20","3191-106-SE21","07/01/2021","$9.736.435,00","","RECEPCIÓN CONFORME"
"3101","4112-27-CL20","3191-952-SE21","12/02/2021","$17.696.210,00","","ACEPTADA"
"3102","4112-30-CL20","3191-4297-SE21","28/07/2021","$4.061.589,00","","RECEPCIÓN CONFORME"
"3103","4112-30-CL20","3191-2257-SE21","22/04/2021","$4.061.589,00","","ACEPTADA"
"3104","4112-30-CL20","3191-2165-SE21","20/04/2021","$160.531,00","","ACEPTADA"
"3105","4112-38-CL19","3191-4358-SE21","04/08/2021","$2.758.491,00","","ACEPTADA"
"3106","4112-38-CL19","3191-4363-SE21","04/08/2021","$3.529.244,00","","ACEPTADA"
"3107","4112-39-CL20","3191-1927-SE21","07/04/2021","$41.650,00","","ACEPTADA"
"3108","4112-39-CL20","3191-4156-SE21","21/07/2021","$83.300,00","","ACEPTADA"
"3109","4112-39-CL20","3191-4416-SE21","02/08/2021","$41.650,00","","ACEPTADA"
"3110","4112-39-CL20","3191-1389-SE21","09/03/2021","$41.650,00","","ACEPTADA"
"3111","4112-39-CL20","3191-4219-SE21","23/07/2021","$83.300,00","","ACEPTADA"
"3112","4112-39-CL20","3191-1642-SE21","24/03/2021","$124.950,00","","ACEPTADA"
"3113","4112-3-CL20","3191-4213-SE21","23/07/2021","$7.234.837,00","","ENVIADA A PROVEEDOR"
"3114","4112-40-CL21","3191-4202-SE21","23/07/2021","$1.606.500,00","","ACEPTADA"
"3115","4112-43-CL20","3191-4502-SE21","04/08/2021","$2.320.500,00","","EN PROCESO"
"3116","4112-44-CL20","3191-4197-SE21","22/07/2021","$15.089.983,00","","ACEPTADA"
"3117","4112-15-CL21","3191-4627-SE21","10/08/2021","$31.143.652,00","","ACEPTADA"
"3118","4112-7-CL20","3191-4433-SE21","02/08/2021","$565.250,00","","ACEPTADA"
"3119","4112-7-CL21","3191-4318-SE21","29/07/2021","$207.917,00","","ACEPTADA"
"3120","4112-7-CL21","3191-4317-SE21","29/07/2021","$3.255.840,00","","ACEPTADA"
"3121","4112-8-CL19","3191-1892-SE21","06/04/2021","$4.998.056,00","","ACEPTADA"
"3122","4112-8-CL19","3191-1862-SE21","05/04/2021","$4.998.056,00","","ACEPTADA"
"3123","4112-8-CL19","3191-2284-SE21","22/04/2021","$4.998.056,00","","ACEPTADA"
"3124","4112-8-CL19","3191-4359-SE21","29/07/2021","$4.998.056,00","","RECEPCIÓN CONFORME"
"3125","4112-8-CL21","3191-4200-SE21","23/07/2021","$276.080,00","","ACEPTADA"
"3126","4112-8-CL21","3191-4507-SE21","04/08/2021","$4.141.200,00","","ACEPTADA"
"3127","296972-92-CL17","3191-4333-SE21","30/07/2021","$809.200,00","","INGRESADA"
"3128","296972-16-CL20","3191-4556-SE21","06/08/2021","$20.063.997,00","","INGRESADA"
"3129","4112-19-CL20","3191-4555-SE21","06/08/2021","$8.335.950,00","","INGRESADA"
"3130","296972-6-CL20","3191-4551-SE21","06/08/2021","$2.875.749,00","","INGRESADA"
"3131","296972-15-CL20","3191-4552-SE21","06/08/2021","$11.007.921,00","","INGRESADA"
"3132","2339-5-LP14","3191-3746-SE21","01/07/2021","$4.282.207,00","","ACEPTADA"
"3133","2339-5-LP14","3191-3743-SE21","01/07/2021","$3.841.634,00","","ACEPTADA"
"3134","2339-5-LP14","3191-3744-SE21","01/07/2021","$4.030.553,00","","ACEPTADA"
"3135","2339-5-LP14","3191-3745-SE21","01/07/2021","$4.061.081,00","","ACEPTADA"
"3136","296972-10-CL19","3191-4754-SE21","16/08/2021","$187.775,00","","ACEPTADA"
"3137","296972-14-CL19","3191-4798-SE21","17/08/2021","$3.191.580,00","","ENVIADA A PROVEEDOR"
"3138","296972-15-CL19","3191-4670-SE21","12/08/2021","$2.356.200,00","","ACEPTADA"
"3139","296972-15-CL19","3191-4682-SE21","12/08/2021","$517.650,00","","ACEPTADA"
"3140","296972-16-CL19","3191-4646-SE21","12/08/2021","$3.400.639,00","","ENVIADA A PROVEEDOR"
"3141","296972-16-CL19","3191-1503-SE21","16/03/2021","$3.400.639,00","","ACEPTADA"
"3142","296972-18-CL19","3191-4811-SE21","17/08/2021","$1.355.410,00","","ENVIADA A PROVEEDOR"
"3143","296972-18-CL19","3191-4673-SE21","12/08/2021","$143.157,00","","ACEPTADA"
"3144","296972-22-CL20","3191-4597-SE21","09/08/2021","$209.440,00","","ACEPTADA"
"3145","296972-23-CL19","3191-4643-SE21","12/08/2021","$303.450,00","","ACEPTADA"
"3146","296972-23-CL19","3191-4598-SE21","09/08/2021","$4.795.181,00","","ACEPTADA"
"3147","296972-23-CL19","3191-4645-SE21","12/08/2021","$806.939,00","","ACEPTADA"
"3148","296972-23-CL19","3191-4653-SE21","12/08/2021","$27.687.492,00","","ACEPTADA"
"3149","296972-23-CL20","3191-1721-SE21","26/03/2021","$2.964.236,00","","ACEPTADA"
"3150","296972-24-CL19","3191-4702-SE21","12/08/2021","$3.332.000,00","","ACEPTADA"
"3151","296972-25-CL19","3191-4644-SE21","12/08/2021","$982.714,00","","ACEPTADA"
"3152","296972-26-CL19","3191-4650-SE21","12/08/2021","$2.773.890,00","","ACEPTADA"
"3153","296972-29-CL18","3191-176-SE21","11/01/2021","$123.760,00","","RECEPCIÓN CONFORME"
"3154","296972-29-CL18","3191-170-SE21","11/01/2021","$1.618.400,00","","RECEPCIÓN CONFORME"
"3155","296972-29-CL19","3191-4744-SE21","16/08/2021","$330.820,00","","ACEPTADA"
"3156","296972-29-CL19","3191-4662-SE21","12/08/2021","$132.864,00","","ACEPTADA"
"3157","296972-29-CL20","3191-402-SE21","15/01/2021","$2.182.186,00","","RECEPCIÓN CONFORME"
"3158","296972-30-CL19","3191-4795-SE21","17/08/2021","$21.345.744,00","","ENVIADA A PROVEEDOR"
"3159","296972-30-CL19","3191-4692-SE21","12/08/2021","$24.811.500,00","","ACEPTADA"
"3160","296972-30-CL19","3191-4665-SE21","12/08/2021","$547.281,00","","ACEPTADA"
"3161","296972-31-CL19","3191-4717-SE21","13/08/2021","$326.060,00","","ACEPTADA"
"3162","296972-31-CL19","3191-4684-SE21","12/08/2021","$1.016.855,00","","ACEPTADA"
"3163","296972-31-CL19","3191-4749-SE21","16/08/2021","$80.920,00","","ACEPTADA"
"3164","296972-38-CL20","3191-4592-SE21","09/08/2021","$64.617,00","","ACEPTADA"
"3165","296972-3-CL20","3191-4689-SE21","12/08/2021","$180.880,00","","ENVIADA A PROVEEDOR"
"3166","296972-47-CL18","3191-4753-SE21","16/08/2021","$3.719.603,00","","ACEPTADA"
"3167","296972-48-CL18","3191-4524-SE21","05/08/2021","$1.362.550,00","","ACEPTADA"
"3168","296972-4-CL19","3191-4523-SE21","05/08/2021","$452.200,00","","ACEPTADA"
"3169","296972-51-CL18","3191-199-SE21","11/01/2021","$9.305.800,00","","ACEPTADA"
"3170","296972-51-CL18","3191-4750-SE21","16/08/2021","$624.393,00","","ACEPTADA"
"3171","296972-54-CL19","3191-4681-SE21","12/08/2021","$52.836,00","","ACEPTADA"
"3172","296972-55-CL19","3191-4715-SE21","13/08/2021","$54.621,00","","ACEPTADA"
"3173","296972-55-CL19","3191-4748-SE21","16/08/2021","$1.107.545,00","","ACEPTADA"
"3174","296972-57-CL19","3191-4664-SE21","12/08/2021","$639.382,00","","ENVIADA A PROVEEDOR"
"3175","296972-58-CL19","3191-4755-SE21","16/08/2021","$1.674.092,00","","ENVIADA A PROVEEDOR"
"3176","296972-58-CL19","3191-4752-SE21","16/08/2021","$4.337.550,00","","ENVIADA A PROVEEDOR"
"3177","296972-58-CL19","3191-4751-SE21","16/08/2021","$28.560,00","","ENVIADA A PROVEEDOR"
"3178","296972-58-CL19","3191-4647-SE21","12/08/2021","$371.042,00","","ACEPTADA"
"3179","296972-5-CL20","3191-4739-SE21","16/08/2021","$993.650,00","","ACEPTADA"
"3180","296972-61-CL19","3191-4683-SE21","12/08/2021","$2.213.086,00","","ACEPTADA"
"3181","296972-64-CL19","3191-4672-SE21","12/08/2021","$3.070.200,00","","ENVIADA A PROVEEDOR"
"3182","296972-67-CL19","3191-4583-SE21","09/08/2021","$1.543.644,00","","ACEPTADA"
"3183","296972-67-CL19","3191-4577-SE21","09/08/2021","$1.251.556,00","","ACEPTADA"
"3184","296972-7-CL19","3191-4812-SE21","17/08/2021","$9.126.372,00","","ENVIADA A PROVEEDOR"
"3185","296972-9-CL20","3191-4737-SE21","16/08/2021","$731.775,00","","ACEPTADA"
"3186","296972-9-CL20","3191-4738-SE21","16/08/2021","$2.697.433,00","","ACEPTADA"
"3187","4112-11-CL20","3191-4723-SE21","13/08/2021","$90.960,00","","ACEPTADA"
"3188","4112-11-CL20","3191-4726-SE21","13/08/2021","$190.245,00","","ACEPTADA"
"3189","4112-11-CL21","3191-4661-SE21","11/08/2021","$1.333.332,00","","ACEPTADA"
"3190","4112-12-CL21","3191-785-SE21","03/02/2021","$1.839.149,00","","ACEPTADA"
"3191","4112-12-CL21","3191-1463-SE21","12/03/2021","$1.839.149,00","","ACEPTADA"
"3512","4112-3-CL18","3191-3130-SE21","06/07/2021","$53.220.190,00","","RECEPCIÓN CONFORME"
"3513","4112-42-CL19","3191-1700-SE20","27/07/2021","$197.778.000,00","","ACEPTADA"
"3514","TD-0017","3191-4609-SE20","28/07/2021","$461,00","","INGRESADA"
"3515","4112-41-CL21","3191-4171-SE21","28/07/2021","$731.311,00","","ACEPTADA"
"3516","296972-15-CL18","3191-4264-SE21","30/07/2021","$7.410.130,00","","INGRESADA"
"3517","296972-10-CL18","3191-4382-SE21","30/07/2021","$1.518.440,00","","INGRESADA"
"3518","296972-16-CL18","3191-4413-SE21","02/08/2021","$4.594.590,00","","INGRESADA"
"3519","4112-6-CL19","3191-4441-SE21","03/08/2021","$1.490.371,00","","INGRESADA"
"3520","4112-58-CL18","3191-4440-SE21","03/08/2021","$3.003.036,00","","INGRESADA"
"3521","TD-0011","3191-4442-SE21","03/08/2021","$1.056.338,00","","INGRESADA"
"3522","296972-10-CL18","3191-4501-SE21","04/08/2021","$357.000,00","","INGRESADA"
"3523","296972-4-CL19","3191-4505-SE21","04/08/2021","$55.038,00","","INGRESADA"
"3524","296972-13-CL19","3191-530-SE21","21/01/2021","$3.784.200,00","","RECEPCIÓN CONFORME"
"3525","296972-13-CL19","3191-2293-SE21","22/04/2021","$4.769.520,00","","ACEPTADA"
"3526","296972-13-CL19","3191-523-SE21","21/01/2021","$3.179.680,00","","ACEPTADA"
"3527","296972-16-CL18","3191-6359-SE20","04/01/2021","$295.120,00","","RECEPCIÓN CONFORME"
"3528","296972-16-CL18","3191-73-SE21","05/01/2021","$992.460,00","","RECEPCIÓN CONFORME"
"3529","296972-17-CL18","3191-92-SE21","06/01/2021","$4.163.215,00","","RECEPCIÓN CONFORME"
"3530","296972-17-CL18","3191-200-SE21","11/01/2021","$238.000,00","","RECEPCIÓN CONFORME"
"3531","296972-17-CL18","3191-125-SE21","07/01/2021","$406.980,00","","ACEPTADA"
"3532","296972-17-CL18","3191-6356-SE20","04/01/2021","$2.144.380,00","","RECEPCIÓN CONFORME"
"3533","296972-17-CL18","3191-75-SE21","05/01/2021","$117.810,00","","RECEPCIÓN CONFORME"
"3534","296972-18-CL18","3191-5-SE21","04/01/2021","$328.440,00","","ACEPTADA"
"3535","296972-18-CL18","3191-6358-SE20","04/01/2021","$257.040,00","","RECEPCIÓN CONFORME"
"3536","296972-19-CL18","3191-117-SE21","07/01/2021","$1.353.084,00","","RECEPCIÓN CONFORME"
"3537","296972-19-CL18","3191-3-SE21","04/01/2021","$134.635,00","","ACEPTADA"
"3538","296972-19-CL19","3191-465-SE21","19/01/2021","$111.384,00","","RECEPCIÓN CONFORME"
"3539","296972-19-CL19","3191-560-SE21","22/01/2021","$885.598,00","","RECEPCIÓN CONFORME"
"3540","296972-19-CL19","3191-655-SE21","28/01/2021","$360.856,00","","RECEPCIÓN CONFORME"
"3541","296972-19-CL19","3191-660-SE21","28/01/2021","$89.250,00","","ACEPTADA"
"3542","296972-19-CL19","3191-531-SE21","21/01/2021","$128.520,00","","RECEPCIÓN CONFORME"
"3543","296972-19-CL19","3191-424-SE21","18/01/2021","$1.169.889,00","","RECEPCIÓN CONFORME"
"3544","296972-19-CL19","3191-368-SE21","14/01/2021","$68.544,00","","RECEPCIÓN CONFORME"
"3545","296972-19-CL19","3191-1-SE21","04/01/2021","$833.000,00","","RECEPCIÓN CONFORME"
"3546","296972-19-CL19","3191-74-SE21","05/01/2021","$111.384,00","","RECEPCIÓN CONFORME"
"3547","296972-22-CL20","3191-4070-SE21","19/07/2021","$1.002.873,00","","ACEPTADA"
"3548","296972-22-CL20","3191-1442-SE21","11/03/2021","$1.670.522,00","","ACEPTADA"
"3549","296972-23-CL20","3191-4073-SE21","19/07/2021","$95.200,00","","ACEPTADA"
"3550","296972-25-CL20","3191-4071-SE21","19/07/2021","$373.850,00","","ACEPTADA"
"3551","296972-27-CL19","3191-1370-SE21","08/03/2021","$1.172.150,00","","ACEPTADA"
"3552","296972-27-CL19","3191-532-SE21","21/01/2021","$230.136,00","","RECEPCIÓN CONFORME"
"3553","296972-27-CL19","3191-1982-SE21","08/04/2021","$351.888,00","","ACEPTADA"
"3554","296972-27-CL19","3191-514-SE21","21/01/2021","$40.460,00","","INGRESADA"
"3555","296972-27-CL19","3191-1364-SE21","08/03/2021","$80.920,00","","INGRESADA"
"3556","296972-27-CL19","3191-1367-SE21","08/03/2021","$21.301,00","","INGRESADA"
"3557","296972-27-CL19","3191-333-SE21","13/01/2021","$1.132.999,00","","RECEPCIÓN CONFORME"
"3558","296972-27-CL19","3191-669-SE21","28/01/2021","$159.460,00","","RECEPCIÓN CONFORME"
"3559","296972-27-CL19","3191-309-SE21","13/01/2021","$1.291.150,00","","RECEPCIÓN CONFORME"
"3560","296972-27-CL20","3191-2051-SE21","12/04/2021","$115.954,00","","ACEPTADA"
"3561","296972-29-CL18","3191-463-SE21","19/01/2021","$16.660,00","","EN PROCESO"
"3562","296972-29-CL18","3191-772-SE21","02/02/2021","$1.854.020,00","","ACEPTADA"
"3563","296972-29-CL18","3191-889-SE21","10/02/2021","$2.297.176,00","","RECEPCIÓN CONFORME"
"3564","296972-29-CL18","3191-4-SE21","04/01/2021","$1.169.175,00","","RECEPCIÓN CONFORME"
"3565","296972-29-CL18","3191-287-SE21","13/01/2021","$2.209.354,00","","RECEPCIÓN CONFORME"
"3566","296972-29-CL18","3191-596-SE21","25/01/2021","$190.043,00","","RECEPCIÓN CONFORME"
"3567","296972-29-CL18","3191-515-SE21","21/01/2021","$1.265.208,00","","RECEPCIÓN CONFORME"
"3568","296972-29-CL20","3191-4061-SE21","19/07/2021","$3.630.607,00","","ACEPTADA"
"3569","296972-29-CL20","3191-1196-SE21","26/02/2021","$3.888.396,00","","ACEPTADA"
"3192","4112-12-CL21","3191-1911-SE21","06/04/2021","$1.839.149,00","","ACEPTADA"
"3193","4112-12-CL21","3191-4432-SE21","02/08/2021","$1.839.149,00","","ENVIADA A PROVEEDOR"
"3194","4112-12-CL21","3191-4651-SE21","11/08/2021","$1.839.149,00","","ENVIADA A PROVEEDOR"
"3195","4112-13-CL19","3191-4470-SE21","03/08/2021","$773.500,00","","ACEPTADA"
"3196","4112-14-CL19","3191-4550-SE21","09/08/2021","$4.946.779,00","","ACEPTADA"
"3197","4112-14-CL20","3191-4790-SE21","17/08/2021","$113.050,00","","ACEPTADA"
"3198","4112-14-CL20","3191-4652-SE21","11/08/2021","$1.785.000,00","","ACEPTADA"
"3199","4112-16-CL20","3191-4222-SE21","23/07/2021","$4.531.044,00","","ACEPTADA"
"3200","4112-16-CL21","3191-4506-SE21","04/08/2021","$487.900,00","","ACEPTADA"
"3201","4112-17-CL20","3191-1570-SE21","22/03/2021","$1.932.560,00","","ACEPTADA"
"3202","4112-17-CL20","3191-2132-SE21","15/04/2021","$1.380.400,00","","ACEPTADA"
"3203","4112-17-CL20","3191-2162-SE21","20/04/2021","$276.080,00","","ACEPTADA"
"3204","4112-17-CL20","3191-4461-SE21","03/08/2021","$1.656.480,00","","ACEPTADA"
"3205","4112-18-CL20","3191-4386-SE21","02/08/2021","$15.767.500,00","","ACEPTADA"
"3206","4112-18-CL21","3191-4757-SE21","16/08/2021","$3.558.100,00","","ACEPTADA"
"3207","4112-19-CL19","3191-1908-SE21","06/04/2021","$200.212,00","","ACEPTADA"
"3208","4112-19-CL21","3191-4353-SE21","29/07/2021","$113.050,00","","ACEPTADA"
"3209","4112-19-CL21","3191-4602-SE21","09/08/2021","$113.050,00","","ACEPTADA"
"3210","4112-20-CL21","3191-4097-SE21","19/07/2021","$220.150,00","","ACEPTADA"
"3211","4112-20-CL21","3191-4657-SE21","11/08/2021","$220.150,00","","ACEPTADA"
"3212","4112-23-CL19","3191-4679-SE21","12/08/2021","$498.729,00","","ACEPTADA"
"3213","4112-23-CL19","3191-4733-SE21","13/08/2021","$691.985,00","","ACEPTADA"
"3214","4112-23-CL20","3191-4760-SE21","16/08/2021","$9.308.311,00","","ACEPTADA"
"3215","4112-25-CL20","3191-4695-SE21","12/08/2021","$3.966.666,00","","ACEPTADA"
"3216","4112-26-CL19","3191-4629-SE21","11/08/2021","$4.725.397,00","","ACEPTADA"
"3217","4112-27-CL19","3191-4609-SE21","09/08/2021","$2.446.045,00","","ACEPTADA"
"3218","4112-27-CL19","3191-4758-SE21","16/08/2021","$3.208.835,00","","ACEPTADA"
"3219","4112-29-CL19","3191-4427-SE21","02/08/2021","$717.332,00","","ACEPTADA"
"3220","4112-35-CL20","3191-4473-SE21","03/08/2021","$486.000,00","","RECEPCIÓN CONFORME"
"3221","4112-36-CL19","3191-4534-SE21","05/08/2021","$6.045.200,00","","ACEPTADA"
"3222","4112-37-CL19","3191-1752-SE21","29/03/2021","$3.444.355,00","","ACEPTADA"
"3223","4112-37-CL19","3191-1536-SE21","18/03/2021","$3.444.355,00","","INGRESADA"
"3224","4112-37-CL19","3191-1462-SE21","12/03/2021","$3.444.355,00","","ACEPTADA"
"3225","4112-37-CL19","3191-1324-SE21","05/03/2021","$3.444.355,00","","ACEPTADA"
"3226","4112-37-CL19","3191-4660-SE21","11/08/2021","$3.444.355,00","","ACEPTADA"
"3227","4112-37-CL19","3191-4677-SE21","11/08/2021","$3.444.355,00","","ACEPTADA"
"3228","4112-37-CL19","3191-4696-SE21","12/08/2021","$3.444.355,00","","ACEPTADA"
"3229","4112-38-CL21","3191-4620-SE21","10/08/2021","$9.494.254,00","","ACEPTADA"
"3230","4112-39-CL20","3191-4789-SE21","17/08/2021","$124.950,00","","ENVIADA A PROVEEDOR"
"3231","4112-39-CL20","3191-4655-SE21","11/08/2021","$83.300,00","","ACEPTADA"
"3232","4112-3-CL18","3191-4589-SE21","17/08/2021","$46.290.215,00","","ENVIADA A PROVEEDOR"
"3233","4112-3-CL18","3191-4594-SE21","17/08/2021","$73.285.969,00","","ENVIADA A PROVEEDOR"
"3234","4112-3-CL18","3191-4596-SE21","17/08/2021","$31.921,00","","ENVIADA A PROVEEDOR"
"3235","4112-3-CL21","3191-4275-SE21","27/07/2021","$680.350,00","","ACEPTADA"
"3236","4112-3-CL21","3191-4625-SE21","10/08/2021","$680.350,00","","ACEPTADA"
"3237","4112-3-CL21","3191-4490-SE21","10/08/2021","$680.350,00","","ACEPTADA"
"3238","4112-40-CL20","3191-1645-SE21","24/03/2021","$392.700,00","","ACEPTADA"
"3239","4112-40-CL20","3191-1832-SE21","05/04/2021","$2.380.000,00","","RECEPCIÓN CONFORME"
"3240","4112-40-CL20","3191-4690-SE21","12/08/2021","$19.849.200,00","","ACEPTADA"
"3241","4112-42-CL20","3191-4671-SE21","11/08/2021","$375.000,00","","ACEPTADA"
"3242","296972-4-CL20","3191-4553-SE21","06/08/2021","$5.056.856,00","","INGRESADA"
"3243","296972-16-CL20","3191-4303-SE21","06/08/2021","$79.613.202,00","","INGRESADA"
"3244","296972-16-CL20","3191-4554-SE21","06/08/2021","$8.656.762,00","","INGRESADA"
"3245","4112-47-CL20","3191-4399-SE21","02/08/2021","$623.193,00","","ACEPTADA"
"3246","4112-47-CL20","3191-2259-SE21","22/04/2021","$623.193,00","","ACEPTADA"
"3247","4112-47-CL20","3191-2187-SE21","19/04/2021","$6.231.935,00","","ACEPTADA"
"3248","296972-15-CL20","3191-781-SE21","03/02/2021","$2.911.930,00","","RECEPCIÓN CONFORME"
"3249","296972-15-CL20","3191-1549-SE21","18/03/2021","$2.478.770,00","","ACEPTADA"
"3250","296972-15-CL20","3191-4391-SE21","02/08/2021","$1.573.180,00","","ACEPTADA"
"3251","296972-15-CL20","3191-2377-SE21","28/04/2021","$1.364.930,00","","ACEPTADA"
"3252","296972-15-CL20","3191-2307-SE21","23/04/2021","$11.340.007,00","","ACEPTADA"
